0	13	14	10	9	4	7	3	6	15	11	8	2	5	12	16	1
9	0	13	2	5	6	8	10	3	15	7	4	11	12	14	16	1
6	8	0	9	14	5	4	13	7	15	10	3	11	12	2	16	1
9	4	15	0	2	3	8	10	5	16	7	6	11	12	14	13	1
4	5	13	2	0	7	9	8	1	14	12	11	3	10	15	16	6
4	11	15	5	7	0	8	1	2	13	14	12	3	10	9	16	6
11	4	10	5	12	13	0	9	6	15	8	1	7	3	14	16	2
1	8	15	3	5	4	13	0	11	14	9	10	2	7	12	16	6
12	8	14	5	6	1	4	10	0	16	9	7	11	3	13	15	2
1	10	14	12	11	6	2	4	9	0	13	7	3	16	5	15	8
12	3	5	6	7	9	8	10	4	16	0	2	11	13	14	15	1
8	2	11	7	10	14	1	13	3	16	5	0	6	9	15	12	4
1	10	15	8	6	3	5	2	11	14	12	9	0	7	13	16	4
4	11	12	10	14	1	2	15	3	13	5	7	9	0	8	16	6
11	13	9	4	12	6	14	10	2	16	15	3	8	7	0	5	1
12	7	13	2	11	9	5	15	3	14	10	1	16	8	6	0	4
2	4	14	3	5	9	10	11	1	16	7	8	6	13	12	15	0
