0	16	14	5	8	4	12	6	7	15	9	10	1	3	11	13	2
7	0	13	2	6	4	9	10	8	15	5	3	11	12	16	14	1
12	8	0	5	9	3	6	10	14	16	4	2	11	7	13	15	1
10	2	15	0	6	4	7	9	3	16	12	5	8	13	14	11	1
3	8	14	6	0	7	5	9	1	16	11	10	4	12	13	15	2
1	12	13	5	8	0	10	3	4	16	14	11	2	9	7	15	6
11	3	5	4	9	13	0	12	2	16	6	1	10	8	14	15	7
1	11	15	4	5	2	14	0	12	13	9	10	8	3	7	16	6
8	10	15	3	5	1	7	11	0	16	9	6	12	4	13	14	2
5	11	14	12	13	9	2	1	16	0	7	4	10	8	6	15	3
13	4	7	6	5	14	8	10	3	16	0	2	11	12	9	15	1
11	2	8	4	10	15	1	13	3	16	6	0	9	7	14	12	5
1	13	14	12	5	2	6	3	8	15	11	9	0	7	10	16	4
2	9	15	10	16	4	5	7	1	11	12	3	6	0	14	13	8
8	12	15	7	6	3	13	11	1	16	4	5	10	14	0	2	9
11	6	14	4	12	15	9	10	3	16	8	1	13	7	5	0	2
4	10	12	3	1	11	5	13	2	16	7	6	8	14	9	15	0
