0	12	15	5	10	11	6	4	7	16	8	9	2	3	13	14	1
8	0	13	2	3	6	9	10	5	15	7	4	11	12	14	16	1
8	11	0	10	12	3	5	13	4	14	6	2	9	15	7	16	1
6	4	15	0	3	2	10	11	5	16	9	8	7	14	12	13	1
5	4	13	2	0	8	10	6	1	14	12	11	3	9	15	16	7
6	9	14	3	8	0	7	1	2	15	13	11	4	10	12	16	5
12	4	8	6	14	10	0	5	9	16	2	1	7	11	13	15	3
1	9	15	3	6	4	13	0	11	14	10	8	2	7	12	16	5
10	5	13	3	7	1	12	9	0	16	11	6	8	4	14	15	2
2	12	14	11	10	6	3	4	7	0	9	1	15	13	5	16	8
9	3	6	4	7	13	5	14	8	16	0	2	10	11	12	15	1
8	2	12	7	11	14	1	10	3	16	5	0	6	9	15	13	4
1	10	14	9	8	5	3	2	7	15	12	11	0	6	13	16	4
4	9	16	10	15	2	8	11	1	14	3	7	6	0	12	13	5
12	8	11	3	16	7	9	13	4	14	15	5	6	10	0	2	1
12	5	16	3	11	8	7	15	2	14	9	1	13	10	6	0	4
4	3	14	2	6	10	9	11	1	16	8	7	5	13	12	15	0
