0	13	15	5	8	4	12	7	6	16	9	10	1	3	11	14	2
6	0	14	1	5	9	8	11	4	15	7	2	10	12	16	13	3
7	13	0	11	8	3	2	6	12	16	5	4	9	10	14	15	1
10	2	16	0	7	5	4	13	3	15	9	6	8	11	14	12	1
3	8	15	5	0	7	6	9	1	16	10	11	2	12	13	14	4
1	12	13	6	8	0	10	2	4	16	14	11	3	9	7	15	5
11	4	8	3	10	12	0	13	2	16	7	1	9	5	14	15	6
7	9	15	4	8	1	10	0	14	13	12	11	5	2	3	16	6
10	6	15	4	3	1	7	12	0	16	9	8	11	5	13	14	2
9	10	15	11	13	8	3	4	7	0	6	2	14	12	5	16	1
8	4	3	6	7	14	11	13	2	16	0	5	12	9	10	15	1
13	2	9	4	11	16	1	15	3	14	5	0	8	6	12	10	7
1	9	14	10	5	3	6	2	11	16	12	8	0	7	13	15	4
2	12	13	5	11	6	4	10	1	14	3	7	9	0	15	16	8
6	11	15	7	9	1	13	10	3	16	5	8	14	12	0	2	4
11	6	14	2	10	15	7	13	4	16	9	1	12	8	5	0	3
4	8	13	3	1	11	5	10	2	16	6	12	7	14	9	15	0
