0	10	15	6	9	2	13	7	5	16	11	12	1	4	8	14	3
6	0	13	4	7	2	11	8	5	14	9	3	10	12	15	16	1
8	7	0	6	13	2	11	14	5	16	12	3	9	10	4	15	1
11	3	16	0	4	2	8	10	6	14	7	5	9	12	13	15	1
5	8	14	4	0	7	9	6	1	13	12	11	2	10	15	16	3
1	11	14	5	7	0	10	2	4	15	13	12	3	9	8	16	6
7	11	6	5	8	13	0	14	3	12	2	1	4	9	16	15	10
1	9	15	4	5	6	13	0	12	11	10	8	2	3	14	16	7
11	9	14	4	5	1	8	12	0	16	7	6	10	3	13	15	2
5	11	15	10	12	7	2	8	3	0	14	4	6	13	9	16	1
13	3	5	8	7	10	9	11	4	16	0	2	12	6	14	15	1
11	2	9	6	10	15	1	12	3	16	5	0	7	8	14	13	4
1	11	15	12	5	3	6	2	8	13	14	9	0	7	10	16	4
4	10	13	11	12	2	5	14	1	15	3	6	7	0	9	16	8
11	15	7	4	13	9	16	14	1	12	5	6	10	8	0	3	2
13	5	15	3	12	11	7	10	2	16	9	1	14	8	6	0	4
3	6	9	4	2	12	11	10	1	16	5	7	8	14	13	15	0
