0	13	15	5	8	4	12	6	7	16	9	10	1	3	11	14	2
10	0	13	1	5	11	4	12	6	16	8	2	9	7	15	14	3
8	13	0	9	5	6	2	11	10	15	4	3	7	12	14	16	1
10	2	16	0	4	5	6	11	3	15	9	7	8	13	14	12	1
2	9	15	6	0	7	8	4	5	16	11	12	1	10	13	14	3
1	13	10	6	7	0	11	2	4	16	14	12	3	8	9	15	5
13	4	9	3	10	11	0	12	2	15	7	1	8	5	14	16	6
9	12	15	2	4	1	13	0	14	10	8	11	3	6	7	16	5
10	9	15	6	2	1	4	12	0	14	8	7	11	5	13	16	3
10	7	11	14	13	4	6	8	5	0	15	3	12	9	2	16	1
10	2	4	6	7	14	8	15	3	16	0	5	9	11	13	12	1
12	2	9	3	15	16	1	13	4	11	7	0	8	5	14	10	6
1	13	15	10	5	2	7	3	9	16	11	6	0	8	12	14	4
8	11	9	10	3	4	2	12	1	13	5	6	14	0	16	15	7
14	10	11	2	7	4	12	15	8	16	13	5	9	6	0	3	1
13	6	12	4	8	14	7	11	1	16	10	3	15	5	9	0	2
5	14	8	1	3	9	4	10	2	15	11	6	7	13	12	16	0
